Zeitstempel: 18.9.2013 12:21:02
Signalquelle: Sample/Hold Verstärker
Abtastrate: 1000,00 Hz
Modus: TIME


Bemerkung: Polarisatorstrom 1.3A
Hallsonde 5.65mV bei 2.5A
 mit 8.6mV = 1T

Zeit in s	Analysatorsignal in V
0,000000	-0,348511
0,001000	-0,347595
0,002000	-0,346069
0,003000	-0,372314
0,004000	-0,373840
0,005000	-0,374451
0,006000	-0,373535
0,007000	-0,374451
0,008000	-0,375061
0,009000	-0,372925
0,010000	-0,372009
0,011000	-0,372925
0,012000	-0,370178
0,013000	-0,371094
0,014000	-0,373840
0,015000	-0,373230
0,016000	-0,374145
0,017000	-0,373230
0,018000	-0,372314
0,019000	-0,372925
0,020000	-0,374756
0,021000	-0,374451
0,022000	-0,371399
0,023000	-0,346374
0,024000	-0,347290
0,025000	-0,349426
0,026000	-0,346985
0,027000	-0,346985
0,028000	-0,346680
0,029000	-0,347595
0,030000	-0,347595
0,031000	-0,346069
0,032000	-0,345154
0,033000	-0,344543
0,034000	-0,348511
0,035000	-0,347595
0,036000	-0,349121
0,037000	-0,347900
0,038000	-0,348816
0,039000	-0,349731
0,040000	-0,348511
0,041000	-0,348205
0,042000	-0,346069
0,043000	-0,365295
0,044000	-0,369568
0,045000	-0,367126
0,046000	-0,368042
0,047000	-0,367432
0,048000	-0,367432
0,049000	-0,369568
0,050000	-0,366821
0,051000	-0,366821
0,052000	-0,363159
0,053000	-0,364990
0,054000	-0,367432
0,055000	-0,367126
0,056000	-0,366516
0,057000	-0,367126
0,058000	-0,364990
0,059000	-0,365906
0,060000	-0,367432
0,061000	-0,364380
0,062000	-0,364990
0,063000	-0,368652
0,064000	-0,371399
0,065000	-0,372009
0,066000	-0,371094
0,067000	-0,369873
0,068000	-0,370788
0,069000	-0,371094
0,070000	-0,369873
0,071000	-0,370483
0,072000	-0,368957
0,073000	-0,367737
0,074000	-0,371704
0,075000	-0,371094
0,076000	-0,369568
0,077000	-0,370788
0,078000	-0,369568
0,079000	-0,369568
0,080000	-0,370483
0,081000	-0,368347
0,082000	-0,365601
0,083000	-0,339355
0,084000	-0,340576
0,085000	-0,341797
0,086000	-0,342102
0,087000	-0,342407
0,088000	-0,340881
0,089000	-0,342407
0,090000	-0,341186
0,091000	-0,340881
0,092000	-0,337524
0,093000	-0,338135
0,094000	-0,341492
0,095000	-0,340271
0,096000	-0,341797
0,097000	-0,341186
0,098000	-0,339050
0,099000	-0,341797
0,100000	-0,342712
0,101000	-0,342712
0,102000	-0,339050
0,103000	-0,383606
0,104000	-0,387573
0,105000	-0,386658
0,106000	-0,385132
0,107000	-0,385742
0,108000	-0,385437
0,109000	-0,386047
0,110000	-0,385437
0,111000	-0,385437
0,112000	-0,381470
0,113000	-0,382690
0,114000	-0,384521
0,115000	-0,384216
0,116000	-0,386352
0,117000	-0,384827
0,118000	-0,384521
0,119000	-0,384216
0,120000	-0,384521
0,121000	-0,384521
0,122000	-0,381470
0,123000	-0,341797
0,124000	-0,344849
0,125000	-0,346680
0,126000	-0,347290
0,127000	-0,346069
0,128000	-0,345459
0,129000	-0,345459
0,130000	-0,343628
0,131000	-0,345154
0,132000	-0,341186
0,133000	-0,343628
0,134000	-0,346985
0,135000	-0,346069
0,136000	-0,346680
0,137000	-0,344849
0,138000	-0,346680
0,139000	-0,345764
0,140000	-0,346985
0,141000	-0,345154
0,142000	-0,343933
0,143000	-0,393677
0,144000	-0,394897
0,145000	-0,396423
0,146000	-0,393982
0,147000	-0,396423
0,148000	-0,395508
0,149000	-0,394897
0,150000	-0,395813
0,151000	-0,396118
0,152000	-0,392151
0,153000	-0,395508
0,154000	-0,396423
0,155000	-0,394287
0,156000	-0,394897
0,157000	-0,395508
0,158000	-0,394897
0,159000	-0,393982
0,160000	-0,395203
0,161000	-0,393677
0,162000	-0,393371
0,163000	-0,350037
0,164000	-0,350647
0,165000	-0,350952
0,166000	-0,352478
0,167000	-0,354309
0,168000	-0,351868
0,169000	-0,351562
0,170000	-0,350342
0,171000	-0,351562
0,172000	-0,348816
0,173000	-0,347900
0,174000	-0,351257
0,175000	-0,349731
0,176000	-0,350342
0,177000	-0,350342
0,178000	-0,350342
0,179000	-0,350342
0,180000	-0,351868
0,181000	-0,350342
0,182000	-0,347595
0,183000	-0,343628
0,184000	-0,343933
0,185000	-0,344543
0,186000	-0,344543
0,187000	-0,345764
0,188000	-0,345764
0,189000	-0,344849
0,190000	-0,344543
0,191000	-0,343628
0,192000	-0,342102
0,193000	-0,341492
0,194000	-0,345154
0,195000	-0,343628
0,196000	-0,344238
0,197000	-0,342712
0,198000	-0,343017
0,199000	-0,347290
0,200000	-0,345459
0,201000	-0,344849
0,202000	-0,342102
0,203000	-0,337219
0,204000	-0,339355
0,205000	-0,338745
0,206000	-0,338135
0,207000	-0,339355
0,208000	-0,338135
